"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"19479","Uttar Pradesh","Lighting of public spaces","WS/MP849/2023-2024/62201","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","09-Apr-2024","RAHISH WARSI","Payment Success","399959.8"
"19480","Uttar Pradesh","Lighting of public spaces","WS/MP849/2023-2024/61411","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","09-Apr-2024","RAHISH WARSI","Payment Success","749926.88"
"19481","Uttar Pradesh","Lighting of public spaces","WS/MP849/2023-2024/62133","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","09-Apr-2024","RAHISH WARSI","Payment Success","749926.88"
"19482","Uttar Pradesh","Lighting of public spaces","WS/MP849/2023-2024/62106","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","09-Apr-2024","RAHISH WARSI","Payment Success","899911.05"
"19483","Uttar Pradesh","Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","WS/MP849/2023-2024/60012","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","19-Apr-2024","RAHISH WARSI","Payment Success","581705"
"19484","Uttar Pradesh","Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","WS/MP849/2023-2024/60010","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","19-Apr-2024","RAHISH WARSI","Payment Success","581705"
"19485","Uttar Pradesh","Lighting of public spaces","WS/MP849/2023-2024/62208","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","12-Apr-2024","RAHISH WARSI","Payment Success","499951.25"
"19486","Uttar Pradesh","Lighting of public spaces","WS/MP849/2023-2024/61988","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","12-Apr-2024","RAHISH WARSI","Payment Success","499951.25"
"19487","Uttar Pradesh","Lighting of public spaces","WS/MP849/2023-2024/62191","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","12-Apr-2024","RAHISH WARSI","Payment Success","649936"
"19488","Uttar Pradesh","Lighting of public spaces","WS/MP849/2023-2024/61451","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","12-Apr-2024","RAHISH WARSI","Payment Success","749927"
"19489","Uttar Pradesh","Lighting of public spaces","WS/MP849/2023-2024/61999","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","12-Apr-2024","RAHISH WARSI","Payment Success","499952.25"
"19490","Uttar Pradesh","Lighting of public spaces","WS/MP849/2023-2024/61424","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","19-Apr-2024","RAHISH WARSI","Payment Success","749927"
"19491","Uttar Pradesh","Lighting of public spaces","WS/MP849/2023-2024/61977","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","19-Apr-2024","RAHISH WARSI","Payment Success","499952"
"19492","Uttar Pradesh","Lighting of public spaces","WS/MP849/2023-2024/62039","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","19-Apr-2024","RAHISH WARSI","Payment Success","549946"
"19493","Uttar Pradesh","Lighting of public spaces","WS/MP849/2023-2024/62203","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","25-Apr-2024","RAHISH WARSI","Payment Success","499951.25"
"19494","Uttar Pradesh","Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","WS/MP849/2023-2024/60000","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","04-Jun-2024","RAHISH WARSI","Payment Success","205256"
"19495","Uttar Pradesh","Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","WS/MP849/2023-2024/60001","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","04-Jun-2024","RAHISH WARSI","Payment Success","205256"
"19496","Uttar Pradesh","Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","WS/MP849/2023-2024/60002","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","04-Jun-2024","RAHISH WARSI","Payment Success","205256"
"19497","Uttar Pradesh","Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","WS/MP849/2023-2024/60006","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","04-Jun-2024","RAHISH WARSI","Payment Success","205256"
"19498","Uttar Pradesh","Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","WS/MP849/2023-2024/60003","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","04-Jun-2024","RAHISH WARSI","Payment Success","205256"
"19499","Uttar Pradesh","Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","WS/MP849/2023-2024/60004","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","04-Jun-2024","RAHISH WARSI","Payment Success","205256"
"19500","Uttar Pradesh","Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","WS/MP849/2023-2024/60005","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","04-Jun-2024","RAHISH WARSI","Payment Success","205256"
"19501","Uttar Pradesh","Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","WS/MP849/2023-2024/60007","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","04-Jun-2024","RAHISH WARSI","Payment Success","205256"
"19502","Uttar Pradesh","Lighting of public spaces","WS/MP849/2023-2024/61376","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","22-Jun-2024","RAHISH WARSI","Payment Success","1099892"
"19503","Uttar Pradesh","Lighting of public spaces","WS/MP849/2023-2024/62112","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","22-Jun-2024","RAHISH WARSI","Payment Success","649936"
"19504","Uttar Pradesh","Lighting of public spaces","WS/MP849/2023-2024/62185","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","22-Jun-2024","RAHISH WARSI","Payment Success","999903"
"19505","Uttar Pradesh","Lighting of public spaces","WS/MP849/2023-2024/62046","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","22-Jun-2024","RAHISH WARSI","Payment Success","499952"
"19506","Uttar Pradesh","Lighting of public spaces","WS/MP849/2023-2024/61946","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","22-Jun-2024","RAHISH WARSI","Payment Success","549946"
"19507","Uttar Pradesh","Lighting of public spaces","WS/MP849/2023-2024/62187","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","22-Jun-2024","RAHISH WARSI","Payment Success","499951"
"19508","Uttar Pradesh","Lighting of public spaces","WS/MP849/2023-2024/61985","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","24-Jun-2024","RAHISH WARSI","Payment Success","499952"
"19509","Uttar Pradesh","Lighting of public spaces","WS/MP849/2023-2024/61384","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","26-Oct-2024","RAHISH WARSI","Payment Success","49995"
"19510","Uttar Pradesh","Lighting of public spaces","WS/MP849/2023-2024/61398","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","26-Oct-2024","RAHISH WARSI","Payment Success","99989.45"
"19511","Uttar Pradesh","Lighting of public spaces","WS/MP849/2023-2024/61381","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","26-Oct-2024","RAHISH WARSI","Payment Success","99989.45"
"19512","Uttar Pradesh","Lighting of public spaces","WS/MP849/2023-2024/62219","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","26-Oct-2024","RAHISH WARSI","Payment Success","799922"
"19513","Uttar Pradesh","Lighting of public spaces","WS/MP849/2023-2024/62206","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","26-Oct-2024","RAHISH WARSI","Payment Success","899911.05"
"19514","Uttar Pradesh","Purchase of hospital equipment","WS/MP849/2024-2025/136182","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","18-Oct-2024","RAHISH WARSI","Payment Success","749950"
"19515","Uttar Pradesh","Purchase of hospital equipment","WS/MP849/2024-2025/136181","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","18-Oct-2024","RAHISH WARSI","Payment Success","749950"
"19516","Uttar Pradesh","Purchase of hospital equipment","WS/MP849/2024-2025/136179","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","18-Oct-2024","RAHISH WARSI","Payment Success","249984"
"19517","Uttar Pradesh","Purchase of hospital equipment","WS/MP849/2024-2025/136180","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","18-Oct-2024","RAHISH WARSI","Payment Success","749950"
"19518","Uttar Pradesh","Purchase of hospital equipment","WS/MP849/2024-2025/136183","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","18-Oct-2024","RAHISH WARSI","Payment Success","249984"
"19519","Uttar Pradesh","Lighting of public spaces","WS/MP849/2024-2025/136201","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","18-Oct-2024","RAHISH WARSI","Payment Success","1400079"
"19520","Uttar Pradesh","Lighting of public spaces","WS/MP849/2024-2025/136174","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","18-Oct-2024","RAHISH WARSI","Payment Success","280106"
"19521","Uttar Pradesh","Lighting of public spaces","WS/MP849/2024-2025/136175","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","18-Oct-2024","RAHISH WARSI","Payment Success","280106"
"19522","Uttar Pradesh","Lighting of public spaces","WS/MP849/2024-2025/136176","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","18-Oct-2024","RAHISH WARSI","Payment Success","280106"
"19523","Uttar Pradesh","Lighting of public spaces","WS/MP849/2024-2025/136173","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","18-Oct-2024","RAHISH WARSI","Payment Success","280106"
"19524","Uttar Pradesh","Lighting of public spaces","WS/MP849/2024-2025/136178","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","18-Oct-2024","RAHISH WARSI","Payment Success","560211"
"19525","Uttar Pradesh","Lighting of public spaces","WS/MP849/2024-2025/136177","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","18-Oct-2024","RAHISH WARSI","Payment Success","560211"
"19526","Uttar Pradesh","Lighting of public spaces","WS/MP849/2023-2024/62150","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","17-Sep-2024","RAHISH WARSI","Payment Success","649935"
"19527","Uttar Pradesh","Lighting of public spaces","WS/MP849/2023-2024/62232","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","17-Sep-2024","RAHISH WARSI","Payment Success","499951"
"19528","Uttar Pradesh","Lighting of public spaces","WS/MP849/2023-2024/61434","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","17-Sep-2024","RAHISH WARSI","Payment Success","749926"
"19529","Uttar Pradesh","Lighting of public spaces","WS/MP849/2023-2024/61440","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","17-Sep-2024","RAHISH WARSI","Payment Success","749926"
"19530","Uttar Pradesh","Lighting of public spaces","WS/MP849/2023-2024/62119","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","17-Sep-2024","RAHISH WARSI","Payment Success","599940"
"19531","Uttar Pradesh","Lighting of public spaces","WS/MP849/2023-2024/62126","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","17-Sep-2024","RAHISH WARSI","Payment Success","649935"
"19532","Uttar Pradesh","Lighting of public spaces","WS/MP849/2023-2024/62131","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","17-Sep-2024","RAHISH WARSI","Payment Success","599940"
"19533","Uttar Pradesh","Lighting of public spaces","WS/MP849/2023-2024/62110","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","17-Sep-2024","RAHISH WARSI","Payment Success","143631"
"19534","Uttar Pradesh","Lighting of public spaces","WS/MP849/2024-2025/137723","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","09-Dec-2024","RAHISH WARSI","Payment Success","279807"
"19535","Uttar Pradesh","Lighting of public spaces","WS/MP849/2024-2025/136200","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","09-Dec-2024","RAHISH WARSI","Payment Success","1271131"
"19536","Uttar Pradesh","Lighting of public spaces","WS/MP849/2024-2025/137724","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","09-Dec-2024","RAHISH WARSI","Payment Success","559696"
"19537","Uttar Pradesh","Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","WS/MP849/2023-2024/60019","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","09-Dec-2024","RAHISH WARSI","Payment Success","407273"
"19538","Uttar Pradesh","Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","WS/MP849/2023-2024/60007","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","09-Dec-2024","RAHISH WARSI","Payment Success","396200"
"19539","Uttar Pradesh","Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","WS/MP849/2023-2024/60005","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","09-Dec-2024","RAHISH WARSI","Payment Success","396200"
"19540","Uttar Pradesh","Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","WS/MP849/2023-2024/60002","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","09-Dec-2024","RAHISH WARSI","Payment Success","202758"
"19541","Uttar Pradesh","Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","WS/MP849/2023-2024/60012","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","09-Dec-2024","RAHISH WARSI","Payment Success","407273"
"19542","Uttar Pradesh","Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","WS/MP849/2023-2024/62310","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","09-Dec-2024","RAHISH WARSI","Payment Success","407273"
"19543","Uttar Pradesh","Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","WS/MP849/2023-2024/60003","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","09-Dec-2024","RAHISH WARSI","Payment Success","396200"
"19544","Uttar Pradesh","Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","WS/MP849/2023-2024/60000","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","09-Dec-2024","RAHISH WARSI","Payment Success","202758"
"19545","Uttar Pradesh","Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","WS/MP849/2023-2024/60001","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","09-Dec-2024","RAHISH WARSI","Payment Success","202758"
"19546","Uttar Pradesh","Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","WS/MP849/2023-2024/60006","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","09-Dec-2024","RAHISH WARSI","Payment Success","396200"
"19547","Uttar Pradesh","Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","WS/MP849/2023-2024/60004","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","09-Dec-2024","RAHISH WARSI","Payment Success","396200"
"19548","Uttar Pradesh","Lighting of public spaces","WS/MP849/2024-2025/136154","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","11-Dec-2024","RAHISH WARSI","Payment Success","899911"
"19549","Uttar Pradesh","Lighting of public spaces","WS/MP849/2024-2025/136172","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","30-Nov-2024","RAHISH WARSI","Payment Success","279840"
"19550","Uttar Pradesh","Lighting of public spaces","WS/MP849/2024-2025/136089","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","12-Dec-2024","RAHISH WARSI","Payment Success","749927"
"19551","Uttar Pradesh","Lighting of public spaces","WS/MP849/2024-2025/139723","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","12-Dec-2024","RAHISH WARSI","Payment Success","749927"
"19552","Uttar Pradesh","Lighting of public spaces","WS/MP849/2024-2025/136102","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","12-Dec-2024","RAHISH WARSI","Payment Success","749927"
"19553","Uttar Pradesh","Lighting of public spaces","WS/MP849/2024-2025/136085","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","12-Dec-2024","RAHISH WARSI","Payment Success","849916"
"19554","Uttar Pradesh","Lighting of public spaces","WS/MP849/2024-2025/136168","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","12-Dec-2024","RAHISH WARSI","Payment Success","849916"
